exp_name,tp,conc,offload,status,num_requests,throughput_rps,output_throughput_tps,total_throughput_tps,input_throughput_tps,mean_ttft_ms,p50_ttft_ms,p90_ttft_ms,p99_ttft_ms,mean_tpot_ms,p50_tpot_ms,p90_tpot_ms,p99_tpot_ms,mean_latency_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms
agentic_minimaxm2.5_tp1_conc16_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc16_mi355x-amds_01,1,16,lmcache,SUCCESS,340,0.19,131.2,15801.36,15670.16,9120.3,2568.22,27357.9,53936.65,78.6,73.8,92.41,125.28,64880.68,44682.5,132826.84,362400.63
agentic_minimaxm2.5_tp1_conc16_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc16_mi355x-amds_04,1,16,none,SUCCESS,186,0.1,72.19,8338.42,8266.23,32023.65,32075.9,66439.06,106765.08,156.28,135.04,264.94,585.42,134219.5,98541.26,276693.12,605016.83
agentic_minimaxm2.5_tp1_conc1_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc1_mi355x-amds_02,1,1,lmcache,SUCCESS,62,0.04,39.5,2934.3,2894.8,873.86,631.79,1104.41,4475.55,9.98,10.2,11.37,11.5,12304.98,5395.02,32661.93,86470.82
agentic_minimaxm2.5_tp1_conc1_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc1_mi355x-amds_05,1,1,none,SUCCESS,62,0.04,39.72,2950.28,2910.5600000000004,782.19,574.8,995.33,4075.41,9.97,10.23,10.97,11.47,12153.35,5191.08,31539.08,84769.2
agentic_minimaxm2.5_tp1_conc2_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc2_mi355x-amds_00,1,2,lmcache,SUCCESS,250,0.14,71.4,7102.88,7031.4800000000005,2439.41,675.88,6140.29,33013.62,11.11,10.86,13.82,17.63,8341.57,3377.86,14772.0,87996.68
agentic_minimaxm2.5_tp1_conc2_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc2_mi355x-amds_02,1,2,none,SUCCESS,251,0.14,71.8,7146.51,7074.71,2297.52,538.8,6010.6,34401.97,11.28,10.98,14.36,21.26,8188.45,3290.87,14712.7,87903.85
agentic_minimaxm2.5_tp1_conc32_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc32_mi355x-amds_07,1,32,lmcache,SUCCESS,256,0.14,125.85,11056.14,10930.289999999999,112193.82,110555.24,179329.45,214755.94,95.88,87.53,133.6,249.09,197830.51,172282.75,340986.44,628266.22
agentic_minimaxm2.5_tp1_conc32_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc32_mi355x-amds_04,1,32,none,SUCCESS,148,0.08,77.46,6583.32,6505.86,199921.39,211147.98,267289.99,292908.34,156.64,130.68,226.14,770.6,333448.32,275237.95,503673.91,995779.69
agentic_minimaxm2.5_tp1_conc40_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc40_mi355x-amds_06,1,40,lmcache,SUCCESS,132,0.07,75.16,6302.82,6227.66,320605.71,389380.33,444180.28,461011.96,163.17,140.58,257.42,433.97,470531.26,446990.53,692240.14,1288908.28
agentic_minimaxm2.5_tp1_conc40_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc40_mi355x-amds_03,1,40,none,SUCCESS,131,0.07,73.82,6227.15,6153.33,330162.18,387724.65,428974.69,459985.84,183.07,135.08,330.92,749.93,477622.13,436773.18,672034.06,1316626.51
