exp_name,tp,conc,offload,status,num_requests,throughput_rps,output_throughput_tps,total_throughput_tps,input_throughput_tps,mean_ttft_ms,p50_ttft_ms,p90_ttft_ms,p99_ttft_ms,mean_tpot_ms,p50_tpot_ms,p90_tpot_ms,p99_tpot_ms,mean_latency_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms
agentic_minimaxm2.5_tp1_conc16_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc16_mi355x-amds_05,1,16,lmcache,SUCCESS,346,0.19,132.68,16074.47,15941.789999999999,8828.68,2575.11,25892.56,55624.24,75.36,73.89,89.36,126.58,63928.84,46113.68,129039.16,358456.69
agentic_minimaxm2.5_tp1_conc16_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc16_mi355x-amds_04,1,16,none,SUCCESS,188,0.1,72.12,8430.7,8358.58,29933.83,26021.57,65816.42,104837.1,153.24,139.89,247.36,467.71,128806.04,89722.26,272582.16,589464.93
agentic_minimaxm2.5_tp1_conc1_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc1_mi355x-amds_02,1,1,lmcache,SUCCESS,62,0.04,39.09,2903.67,2864.58,876.38,669.66,964.07,4363.88,10.19,10.39,11.48,11.54,12599.63,5410.33,33169.31,90516.2
agentic_minimaxm2.5_tp1_conc1_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc1_mi355x-amds_07,1,1,none,SUCCESS,62,0.04,39.31,2920.18,2880.87,784.02,574.03,995.51,4067.51,10.11,10.34,11.52,11.67,12439.65,5259.89,33007.18,87748.71
agentic_minimaxm2.5_tp1_conc2_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc2_mi355x-amds_08,1,2,lmcache,SUCCESS,249,0.14,70.75,7071.72,7000.97,2431.75,603.98,5011.92,31532.09,11.17,11.31,13.66,22.11,8425.48,3445.74,15180.19,89370.49
agentic_minimaxm2.5_tp1_conc2_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc2_mi355x-amds_07,1,2,none,SUCCESS,253,0.14,71.94,7125.94,7054.0,2316.02,520.13,4421.4,37809.2,11.11,10.9,13.97,20.9,8124.21,3452.04,13978.47,86009.4
agentic_minimaxm2.5_tp1_conc32_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc32_mi355x-amds_00,1,32,lmcache,SUCCESS,302,0.17,151.83,13215.51,13063.68,89081.23,91490.93,133791.16,156963.09,80.51,76.6,100.37,145.87,161769.38,142492.93,268601.07,504425.62
agentic_minimaxm2.5_tp1_conc32_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc32_mi355x-amds_06,1,32,none,SUCCESS,146,0.08,76.01,6408.84,6332.83,202642.34,213130.04,270364.72,296922.87,157.55,131.29,220.74,784.05,338032.42,280888.03,514488.4,1012760.35
agentic_minimaxm2.5_tp1_conc40_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc40_mi355x-amds_06,1,40,lmcache,SUCCESS,313,0.17,147.06,14096.74,13949.68,133669.23,124529.91,205599.84,242936.66,85.18,76.7,101.59,245.06,201857.45,175780.33,319582.55,596952.48
agentic_minimaxm2.5_tp1_conc40_offloadnone_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc40_mi355x-amds_01,1,40,none,SUCCESS,124,0.07,72.6,5976.14,5903.54,342349.57,400548.21,441654.85,473457.64,191.31,138.18,368.84,783.02,496935.66,456560.65,717501.06,1366318.35
agentic_minimaxm2.5_tp1_conc48_offloadlmcache_fp4_vllm_tp1-ep1-dpafalse_disagg-false_spec-none_conc48_mi355x-amds_01,1,48,lmcache,SUCCESS,295,0.16,139.75,13506.16,13366.41,198834.04,225993.83,277550.36,306437.42,81.13,73.73,109.23,169.52,268807.53,267754.52,400033.07,662860.78
